A2,A3,A4,A5,A6,A8,A9,A10,A11,A13,A14,A15,A16
18.17,2.46,1.0,0.0,1.0,0.96,0.0,1.0,2,0.0,160.0,587,1
42.75,3.0,1.0,0.0,6.0,1.0,1.0,0.0,0,0.0,0.0,200,1
16.17,0.04,1.0,0.0,1.0,0.04,0.0,0.0,0,0.0,0.0,0,0
24.5,1.75,2.0,2.0,1.0,0.165,0.0,0.0,0,0.0,132.0,0,1
28.75,1.165,1.0,0.0,8.0,0.5,1.0,0.0,0,2.0,280.0,0,1
20.42,7.5,1.0,0.0,8.0,1.5,1.0,1.0,1,0.0,160.0,234,0
51.83,3.0,2.0,2.0,5.0,1.5,0.0,0.0,0,0.0,180.0,4,1
30.58,10.665,1.0,0.0,10.0,0.085,0.0,1.0,12,0.0,129.0,3,1
21.5,11.5,1.0,0.0,6.0,0.5,1.0,0.0,0,0.0,100.0,68,1
42.17,5.04,1.0,0.0,10.0,12.75,1.0,0.0,0,0.0,92.0,0,0
29.67,1.415,1.0,0.0,12.0,0.75,1.0,1.0,1,0.0,240.0,100,0
28.75,3.75,1.0,0.0,1.0,1.085,1.0,1.0,1,0.0,371.0,0,0
62.75,7.0,1.0,0.0,4.0,0.0,0.0,0.0,0,0.0,0.0,12,1
23.92,0.665,1.0,0.0,1.0,0.165,0.0,0.0,0,0.0,100.0,0,0
22.75,11.0,1.0,0.0,10.0,2.5,1.0,1.0,7,0.0,100.0,809,0
26.67,14.585,1.0,0.0,6.0,0.0,0.0,0.0,0,0.0,178.0,0,1
22.17,2.25,1.0,0.0,6.0,0.125,0.0,0.0,0,0.0,160.0,10,1
27.75,1.29,1.0,0.0,8.0,0.25,0.0,0.0,0,2.0,140.0,0,1
47.42,3.0,1.0,0.0,13.0,13.875,1.0,1.0,2,0.0,519.0,1704,0
30.67,12.0,1.0,0.0,1.0,2.0,1.0,1.0,1,0.0,220.0,19,0
29.17,3.5,1.0,0.0,12.0,3.5,1.0,1.0,3,0.0,329.0,0,1
20.75,10.25,1.0,0.0,10.0,0.71,1.0,1.0,2,0.0,49.0,0,0
40.92,2.25,2.0,2.0,13.0,10.0,1.0,0.0,0,0.0,176.0,0,1
22.0,0.79,1.0,0.0,12.0,0.29,0.0,1.0,1,0.0,420.0,283,1
25.75,0.75,1.0,0.0,1.0,0.25,1.0,0.0,0,0.0,349.0,23,0
53.92,9.625,1.0,0.0,4.0,8.665,1.0,1.0,5,0.0,0.0,0,0
33.17,1.04,1.0,0.0,11.0,6.5,1.0,0.0,0,0.0,164.0,31285,0
15.83,7.625,1.0,0.0,10.0,0.125,0.0,1.0,1,0.0,0.0,160,1
25.92,0.875,1.0,0.0,8.0,0.375,0.0,1.0,2,0.0,174.0,3,1
63.33,0.54,1.0,0.0,1.0,0.585,1.0,1.0,3,0.0,180.0,0,1
25.25,1.0,1.0,0.0,0.0,0.5,0.0,0.0,0,0.0,200.0,0,1
27.83,1.5,1.0,0.0,12.0,2.25,0.0,1.0,1,0.0,100.0,3,1
28.17,0.125,2.0,2.0,8.0,0.085,0.0,0.0,0,0.0,216.0,2100,1
56.0,12.5,1.0,0.0,8.0,8.0,1.0,0.0,0,0.0,24.0,2028,0
39.33,5.875,1.0,0.0,2.0,10.0,1.0,1.0,14,0.0,399.0,0,0
23.17,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1.0,160.0,0,0
25.0,11.25,1.0,0.0,1.0,2.5,1.0,1.0,17,0.0,200.0,1208,0
52.17,0.0,2.0,2.0,5.0,0.0,0.0,0.0,0,0.0,0.0,0,1
21.5,6.0,1.0,0.0,0.0,2.5,1.0,1.0,3,0.0,80.0,918,0
16.33,4.085,1.0,0.0,6.0,0.415,0.0,0.0,0,0.0,120.0,0,1
22.67,0.75,1.0,0.0,1.0,2.0,0.0,1.0,2,0.0,200.0,394,1
19.17,0.0,2.0,2.0,9.0,0.0,0.0,0.0,0,2.0,500.0,1,0
18.5,2.0,1.0,0.0,6.0,1.5,1.0,1.0,2,0.0,120.0,300,0
28.58,3.625,1.0,0.0,0.0,0.25,0.0,0.0,0,0.0,100.0,0,1
23.08,0.0,1.0,0.0,8.0,1.0,0.0,1.0,11,2.0,0.0,0,1
35.75,2.415,1.0,0.0,12.0,0.125,0.0,1.0,2,0.0,220.0,1,1
23.42,0.79,2.0,2.0,10.0,1.5,1.0,1.0,2,0.0,80.0,400,0
54.42,0.5,2.0,2.0,8.0,3.96,1.0,0.0,0,0.0,180.0,314,0
48.58,6.5,1.0,0.0,10.0,6.0,1.0,0.0,0,0.0,350.0,0,0
29.5,1.085,2.0,2.0,13.0,1.0,0.0,0.0,0,0.0,280.0,13,1
39.17,2.5,2.0,2.0,6.0,10.0,0.0,0.0,0,2.0,200.0,0,1
32.67,9.0,2.0,2.0,12.0,5.25,1.0,0.0,0,0.0,154.0,0,0
21.67,11.5,2.0,2.0,7.0,0.0,1.0,1.0,11,0.0,0.0,0,0
34.42,4.25,1.0,0.0,6.0,3.25,1.0,1.0,2,0.0,274.0,610,0
